Temperature,Humidity,Air_Pressure,Wind_Speed,Weather_Condition
14.83,53.33,992.18,37.11,Stormy
16.28,74.96,965.44,15.31,Cloudy
29.04,57.96,1022.85,23.94,Partly Cloudy
25.91,16.1,999.65,5.52,Sunny
21.16,93.44,970.59,13.21,Rainy
0.0,53.15,970.41,46.82,Stormy
12.17,66.64,1000.71,13.44,Cloudy
20.25,66.46,1005.86,8.93,Partly Cloudy
34.42,27.77,981.08,1.36,Sunny
17.35,74.09,980.38,9.08,Rainy
5.58,94.53,980.61,47.52,Stormy
17.91,52.7,987.8,22.33,Cloudy
13.88,33.65,993.06,14.72,Partly Cloudy
29.59,14.06,990.03,10.23,Sunny
20.79,88.98,991.45,10.98,Rainy
3.73,76.08,951.18,38.63,Stormy
18.59,55.46,975.39,13.29,Cloudy
11.41,43.91,1038.53,13.85,Partly Cloudy
31.91,29.59,1005.94,14.25,Sunny
27.86,93.82,1008.07,4.62,Rainy
9.26,94.36,981.21,49.55,Stormy
11.51,63.18,1018.64,15.69,Cloudy
24.79,31.22,1018.64,28.37,Partly Cloudy
30.74,10.64,981.12,13.38,Sunny
25.84,73.2,972.18,16.1,Rainy
12.15,56.03,965.08,45.6,Stormy
17.88,78.7,988.86,20.15,Cloudy
20.2,67.72,997.91,10.74,Partly Cloudy
29.9,35.58,999.92,5.31,Sunny
23.16,74.0,970.21,5.61,Rainy
9.08,85.58,991.33,48.53,Stormy
16.18,72.22,964.48,10.86,Cloudy
12.5,47.94,984.79,12.17,Partly Cloudy
34.72,20.76,1002.29,6.19,Sunny
17.53,72.22,979.45,1.15,Rainy
9.28,89.79,966.99,37.74,Stormy
22.24,56.68,967.15,17.52,Cloudy
22.92,53.99,1019.97,6.42,Partly Cloudy
31.42,17.16,1010.36,13.09,Sunny
19.22,72.86,980.14,2.08,Rainy
4.84,76.91,998.68,37.99,Stormy
13.3,55.0,970.38,12.89,Cloudy
25.25,32.44,1039.82,18.07,Partly Cloudy
33.16,20.73,1007.61,7.07,Sunny
19.94,77.95,1007.03,5.82,Rainy
6.55,67.52,954.31,33.72,Stormy
12.84,70.81,984.4,21.73,Cloudy
24.18,37.68,1009.4,23.57,Partly Cloudy
34.5,28.0,1009.58,0.85,Sunny
25.97,78.18,992.87,4.85,Rainy
12.58,74.03,982.15,45.88,Stormy
23.43,71.96,968.93,22.82,Cloudy
22.37,54.38,1034.49,11.22,Partly Cloudy
28.59,25.4,1010.03,6.71,Sunny
24.51,83.58,994.42,16.45,Rainy
2.71,84.77,989.37,38.94,Stormy
14.85,50.41,1007.83,14.92,Cloudy
17.15,43.44,1004.91,22.56,Partly Cloudy
36.58,21.78,1006.52,10.81,Sunny
19.45,72.9,1005.79,13.54,Rainy
9.72,52.95,990.89,41.32,Stormy
22.72,79.24,1017.43,22.84,Cloudy
10.22,65.43,975.25,26.28,Partly Cloudy
29.2,28.3,981.52,11.57,Sunny
16.68,82.32,1002.7,13.91,Rainy
0.09,70.15,952.1,43.47,Stormy
24.53,69.66,973.46,15.33,Cloudy
29.53,38.96,1009.31,15.01,Partly Cloudy
36.52,36.02,993.63,9.91,Sunny
23.24,78.35,980.88,10.77,Rainy
2.31,90.54,953.45,31.89,Stormy
15.13,53.54,988.54,16.0,Cloudy
24.44,68.12,1022.75,9.49,Partly Cloudy
39.03,21.76,998.97,6.32,Sunny
19.21,96.85,983.29,11.57,Rainy
3.6,89.87,988.71,35.93,Stormy
20.22,71.12,993.75,19.01,Cloudy
21.49,33.27,1016.92,16.74,Partly Cloudy
31.58,35.8,980.93,3.77,Sunny
16.82,71.06,981.03,19.77,Rainy
4.05,83.19,955.91,42.04,Stormy
24.77,58.76,1010.88,24.96,Cloudy
21.77,42.38,1017.15,26.12,Partly Cloudy
27.57,23.58,992.77,4.25,Sunny
27.91,82.65,983.56,12.07,Rainy
3.29,61.49,976.01,38.19,Stormy
14.42,51.62,991.25,22.25,Cloudy
27.03,39.42,1011.97,26.4,Partly Cloudy
31.13,37.96,1016.12,3.12,Sunny
18.88,75.41,977.84,18.16,Rainy
13.97,52.59,979.68,41.28,Stormy
15.86,68.95,1016.84,12.55,Cloudy
12.41,31.34,995.47,13.44,Partly Cloudy
31.46,25.1,1010.31,5.88,Sunny
19.96,94.81,1003.99,4.66,Rainy
4.72,91.26,953.97,36.52,Stormy
16.73,55.61,970.79,16.37,Cloudy
25.09,63.61,1038.55,6.85,Partly Cloudy
28.25,32.7,1001.62,4.92,Sunny
18.08,78.41,987.17,3.54,Rainy
14.46,55.38,999.28,46.84,Stormy
16.35,72.19,1000.29,13.2,Cloudy
16.78,50.52,1014.65,18.57,Partly Cloudy
32.09,23.29,999.93,6.52,Sunny
23.12,96.64,995.31,14.45,Rainy
8.96,82.15,978.92,30.54,Stormy
24.99,51.01,983.71,11.58,Cloudy
11.94,61.74,999.81,25.03,Partly Cloudy
29.09,17.69,990.05,9.24,Sunny
27.22,83.57,985.17,19.47,Rainy
1.75,74.33,970.42,31.96,Stormy
14.02,50.85,1012.62,19.12,Cloudy
26.3,50.86,1011.97,22.52,Partly Cloudy
38.62,12.75,993.24,10.64,Sunny
29.38,99.42,995.52,3.87,Rainy
1.79,97.3,971.7,33.9,Stormy
24.01,53.14,1003.77,19.38,Cloudy
11.75,43.55,980.5,20.11,Partly Cloudy
32.16,10.13,1019.03,5.24,Sunny
18.87,76.67,976.35,19.98,Rainy
4.43,70.28,993.57,42.84,Stormy
15.53,76.95,1004.98,13.42,Cloudy
22.87,66.9,1004.75,23.34,Partly Cloudy
39.57,30.71,984.1,3.67,Sunny
23.93,78.27,1008.3,8.11,Rainy
6.86,85.08,976.21,37.64,Stormy
11.15,67.89,1012.05,20.29,Cloudy
17.63,35.11,1027.14,28.54,Partly Cloudy
30.82,31.86,996.43,7.53,Sunny
27.55,72.5,991.21,4.29,Rainy
5.1,82.22,951.36,41.88,Stormy
14.25,70.08,968.49,21.04,Cloudy
22.91,68.85,1033.79,12.08,Partly Cloudy
25.41,29.66,1004.12,0.41,Sunny
16.84,87.54,1006.47,18.13,Rainy
2.27,69.23,952.16,39.39,Stormy
21.3,73.7,989.94,11.44,Cloudy
17.63,67.28,986.07,12.99,Partly Cloudy
36.2,32.01,1016.49,5.82,Sunny
22.72,84.02,1007.11,15.39,Rainy
12.47,56.65,989.59,38.66,Stormy
10.35,51.8,1000.67,15.58,Cloudy
27.36,59.37,971.52,22.17,Partly Cloudy
27.89,22.68,1004.99,13.09,Sunny
21.84,94.25,1001.32,8.29,Rainy
7.51,85.02,951.56,47.82,Stormy
21.55,57.48,1018.87,12.69,Cloudy
28.28,42.98,1023.42,16.41,Partly Cloudy
36.05,14.67,990.78,1.5,Sunny
27.98,78.89,997.78,16.4,Rainy
13.52,55.31,994.65,33.95,Stormy
21.05,71.87,960.51,13.31,Cloudy
19.84,46.8,1034.3,13.99,Partly Cloudy
39.05,23.78,1018.57,11.06,Sunny
27.44,73.15,993.45,2.85,Rainy
4.46,81.18,986.31,30.78,Stormy
17.96,66.96,964.73,17.51,Cloudy
24.28,32.13,1023.22,19.41,Partly Cloudy
37.5,16.54,1013.33,1.42,Sunny
21.06,75.98,1005.04,14.1,Rainy
0.38,50.48,964.56,32.87,Stormy
19.45,69.91,1016.52,24.28,Cloudy
23.18,30.23,995.13,17.83,Partly Cloudy
32.49,28.1,1018.42,13.28,Sunny
16.63,77.98,1003.32,16.49,Rainy
4.13,86.53,983.6,39.47,Stormy
13.02,76.66,1000.67,12.53,Cloudy
24.1,59.66,1032.08,10.57,Partly Cloudy
39.83,14.6,1004.03,9.86,Sunny
21.28,84.25,1005.64,12.91,Rainy
7.46,56.42,950.37,32.5,Stormy
24.34,72.92,1018.03,10.54,Cloudy
23.6,31.77,1024.74,14.52,Partly Cloudy
26.44,27.04,991.2,9.89,Sunny
24.87,91.15,1009.7,7.73,Rainy
6.98,90.23,978.92,30.75,Stormy
22.65,51.54,970.25,11.53,Cloudy
11.56,31.03,973.85,16.06,Partly Cloudy
28.79,13.8,1006.35,3.39,Sunny
15.28,82.55,982.42,6.37,Rainy
6.68,83.45,980.82,48.75,Stormy
17.77,64.18,972.8,21.33,Cloudy
12.82,49.65,999.49,21.46,Partly Cloudy
38.76,38.4,986.71,3.93,Sunny
27.17,85.55,988.12,14.21,Rainy
9.03,98.54,979.2,39.32,Stormy
18.14,74.26,996.76,19.71,Cloudy
29.43,54.74,996.62,22.28,Partly Cloudy
34.89,10.42,998.69,11.14,Sunny
22.49,93.39,988.04,19.67,Rainy
4.39,54.61,971.5,40.83,Stormy
15.24,57.27,1000.32,15.66,Cloudy
22.63,61.16,1023.27,14.38,Partly Cloudy
33.52,23.49,1014.83,13.18,Sunny
20.16,72.75,976.7,7.34,Rainy
8.46,82.84,966.57,43.35,Stormy
24.07,69.56,969.51,18.7,Cloudy
20.84,64.83,994.52,15.57,Partly Cloudy
33.98,25.73,1008.76,0.61,Sunny
23.45,73.65,982.61,13.23,Rainy
2.36,65.44,985.15,43.02,Stormy
11.37,67.32,968.84,13.78,Cloudy
19.18,34.37,1039.56,9.13,Partly Cloudy
36.72,34.9,1019.78,6.43,Sunny
28.11,98.73,976.92,9.59,Rainy
0.9,81.04,979.07,34.08,Stormy
21.97,51.12,1008.37,10.4,Cloudy
23.14,33.15,987.59,23.05,Partly Cloudy
29.21,25.34,1016.61,0.74,Sunny
27.17,71.96,975.07,2.39,Rainy
14.91,59.01,994.84,49.82,Stormy
15.76,68.93,1006.75,15.89,Cloudy
13.24,47.35,1024.03,24.52,Partly Cloudy
28.46,15.25,1016.82,0.66,Sunny
26.02,71.39,1003.52,18.11,Rainy
4.46,53.7,974.03,35.97,Stormy
16.26,69.95,972.59,15.35,Cloudy
25.65,55.75,992.84,21.61,Partly Cloudy
36.48,27.77,989.58,0.0,Sunny
27.04,94.68,997.9,1.53,Rainy
8.78,91.05,969.48,33.96,Stormy
18.81,74.79,962.93,18.95,Cloudy
22.86,54.09,1015.5,20.78,Partly Cloudy
26.96,17.05,1004.76,0.27,Sunny
24.52,89.96,979.57,11.96,Rainy
8.01,63.03,973.15,48.19,Stormy
16.4,68.9,962.12,11.17,Cloudy
11.63,61.13,994.52,10.69,Partly Cloudy
36.21,15.1,989.86,6.46,Sunny
19.97,87.56,983.51,7.86,Rainy
12.94,94.23,991.39,47.3,Stormy
18.55,69.39,993.43,21.78,Cloudy
21.02,34.44,1026.67,24.01,Partly Cloudy
37.3,15.71,990.86,4.44,Sunny
22.62,74.02,985.42,3.64,Rainy
3.97,85.32,992.74,30.46,Stormy
18.49,51.08,965.11,20.58,Cloudy
24.71,62.56,1003.2,26.5,Partly Cloudy
27.5,17.49,985.38,11.96,Sunny
18.43,74.67,994.92,1.54,Rainy
0.67,55.34,950.01,43.94,Stormy
18.43,56.3,973.98,22.16,Cloudy
20.04,57.94,1001.69,10.94,Partly Cloudy
39.56,26.97,985.24,6.09,Sunny
19.94,76.42,1007.34,17.62,Rainy
2.99,67.61,988.12,34.17,Stormy
18.87,70.99,999.24,20.6,Cloudy
24.13,68.59,994.25,26.96,Partly Cloudy
25.33,18.65,981.95,9.77,Sunny
16.51,95.37,995.86,0.58,Rainy
10.72,93.1,983.06,30.61,Stormy
22.87,71.97,982.71,14.93,Cloudy
19.6,64.68,987.64,7.52,Partly Cloudy
37.97,10.79,1016.44,4.59,Sunny
22.62,73.97,1006.09,15.0,Rainy
13.86,84.16,959.23,36.17,Stormy
17.3,68.22,1015.59,15.76,Cloudy
24.06,68.44,980.67,26.57,Partly Cloudy
31.31,31.97,991.74,5.01,Sunny
15.41,99.14,1002.54,1.88,Rainy
14.99,80.25,992.69,31.33,Stormy
15.84,70.09,966.39,17.33,Cloudy
18.85,38.64,991.02,29.18,Partly Cloudy
29.33,16.4,1001.45,10.06,Sunny
25.88,92.63,971.47,7.88,Rainy
11.61,95.24,980.11,31.05,Stormy
15.95,52.23,1004.91,10.95,Cloudy
13.71,46.68,1002.39,15.16,Partly Cloudy
31.95,31.4,994.77,8.22,Sunny
19.55,80.61,994.55,9.81,Rainy
10.85,78.03,990.18,38.87,Stormy
17.37,70.1,973.27,15.79,Cloudy
22.5,31.16,1000.59,19.97,Partly Cloudy
39.51,36.31,991.23,7.61,Sunny
15.85,77.22,1000.99,2.47,Rainy
3.87,97.2,991.19,45.64,Stormy
22.97,72.49,967.24,17.75,Cloudy
18.88,42.45,1028.38,16.6,Partly Cloudy
25.9,18.25,989.14,13.31,Sunny
24.71,86.81,990.27,13.0,Rainy
11.32,77.72,996.91,49.54,Stormy
24.93,70.08,1015.96,16.07,Cloudy
27.19,66.37,1033.29,25.77,Partly Cloudy
31.1,14.77,993.36,11.51,Sunny
18.49,84.35,992.62,12.08,Rainy
14.04,83.07,989.31,41.64,Stormy
22.5,57.91,972.59,23.89,Cloudy
23.87,56.86,1002.71,14.42,Partly Cloudy
33.34,13.62,998.19,6.83,Sunny
23.08,89.04,1008.29,13.04,Rainy
13.26,77.82,981.35,31.4,Stormy
12.0,67.39,983.74,21.98,Cloudy
20.86,65.29,1038.06,8.69,Partly Cloudy
30.92,29.95,992.22,4.01,Sunny
27.21,99.41,1000.95,10.47,Rainy
6.64,76.98,973.14,40.06,Stormy
13.05,77.11,1005.27,20.21,Cloudy
29.0,41.38,975.68,25.65,Partly Cloudy
39.98,27.35,982.35,11.71,Sunny
16.11,86.2,981.1,18.3,Rainy
6.77,94.92,964.95,37.75,Stormy
24.21,56.04,994.71,15.83,Cloudy
25.48,35.17,1000.61,22.47,Partly Cloudy
31.11,11.76,1008.2,7.55,Sunny
15.17,88.38,1006.8,2.22,Rainy
8.86,86.43,953.54,30.45,Stormy
16.96,73.74,969.64,22.55,Cloudy
23.13,43.29,1006.11,29.14,Partly Cloudy
28.25,24.99,1004.98,2.07,Sunny
15.65,70.4,982.99,1.48,Rainy
12.06,99.87,953.07,38.65,Stormy
10.39,54.02,979.38,15.91,Cloudy
28.8,45.83,1004.74,11.14,Partly Cloudy
25.0,36.98,983.27,14.46,Sunny
16.96,88.15,1009.98,2.77,Rainy
6.36,89.02,951.61,43.8,Stormy
11.21,57.1,969.6,23.61,Cloudy
13.61,31.62,1011.13,13.65,Partly Cloudy
31.09,13.57,1009.93,9.02,Sunny
20.46,75.15,993.74,15.57,Rainy
4.69,51.29,960.72,43.65,Stormy
24.84,50.4,978.37,10.93,Cloudy
16.33,46.24,1034.46,7.01,Partly Cloudy
36.66,21.87,1012.45,7.7,Sunny
15.59,98.39,973.31,11.95,Rainy
13.17,53.99,977.69,46.49,Stormy
24.79,71.73,976.7,20.49,Cloudy
24.12,58.0,1029.8,7.18,Partly Cloudy
26.63,29.22,1018.16,6.99,Sunny
29.41,98.14,1006.12,18.2,Rainy
13.47,90.99,984.75,30.49,Stormy
11.98,54.03,961.41,11.75,Cloudy
28.39,56.55,991.85,24.83,Partly Cloudy
32.33,14.26,1015.38,5.08,Sunny
25.48,78.72,990.0,16.33,Rainy
2.35,98.86,953.51,40.68,Stormy
23.74,78.37,973.93,12.16,Cloudy
24.49,31.68,1003.97,24.91,Partly Cloudy
33.4,15.64,999.48,13.82,Sunny
24.26,91.64,983.45,3.77,Rainy
3.83,76.66,964.01,40.84,Stormy
20.62,72.03,969.88,21.26,Cloudy
23.45,30.48,974.12,21.16,Partly Cloudy
30.76,14.38,981.78,2.39,Sunny
29.36,91.83,991.11,18.83,Rainy
9.29,86.28,964.13,41.78,Stormy
12.15,62.13,961.99,13.25,Cloudy
11.5,45.51,1029.01,14.45,Partly Cloudy
37.47,29.69,1000.38,3.55,Sunny
28.83,71.63,997.56,12.42,Rainy
6.62,62.02,971.53,47.46,Stormy
22.55,78.24,978.47,15.81,Cloudy
10.37,67.72,993.06,15.1,Partly Cloudy
38.62,25.8,1002.65,2.64,Sunny
22.48,97.55,992.35,5.1,Rainy
0.47,66.82,978.63,30.85,Stormy
19.15,65.7,1007.01,10.43,Cloudy
25.62,50.84,995.94,29.13,Partly Cloudy
27.4,26.24,992.84,7.91,Sunny
23.28,72.68,996.45,12.69,Rainy
11.54,54.53,964.86,43.0,Stormy
12.05,70.33,963.54,15.02,Cloudy
26.93,60.97,1015.13,26.76,Partly Cloudy
35.64,25.58,1019.19,10.42,Sunny
24.02,82.27,1006.1,5.91,Rainy
0.14,59.84,955.48,36.38,Stormy
22.39,69.55,970.14,21.83,Cloudy
20.08,50.51,995.35,26.62,Partly Cloudy
29.77,12.82,992.11,10.73,Sunny
24.86,75.64,974.47,13.22,Rainy
10.15,68.31,992.14,49.56,Stormy
13.08,67.31,960.32,20.7,Cloudy
18.29,37.73,1022.66,25.27,Partly Cloudy
26.67,11.23,993.36,9.39,Sunny
26.9,86.38,993.23,16.0,Rainy
7.93,80.56,975.81,47.61,Stormy
13.53,57.92,967.68,22.29,Cloudy
18.24,43.92,1038.69,28.17,Partly Cloudy
39.58,14.27,1015.65,4.93,Sunny
15.19,81.74,990.37,2.16,Rainy
8.07,90.97,968.88,37.05,Stormy
15.08,77.69,962.93,16.68,Cloudy
15.29,65.75,976.72,15.29,Partly Cloudy
31.1,36.65,988.62,9.67,Sunny
17.02,98.62,993.72,12.53,Rainy
6.51,67.11,960.63,42.08,Stormy
24.32,60.79,1012.99,12.23,Cloudy
28.72,44.02,996.58,16.57,Partly Cloudy
35.77,31.59,999.18,7.85,Sunny
15.45,79.13,983.84,11.17,Rainy
8.37,85.49,985.85,34.7,Stormy
21.55,50.59,1002.97,11.53,Cloudy
24.59,51.08,1000.61,22.27,Partly Cloudy
25.55,16.7,1004.66,12.71,Sunny
20.72,77.76,990.75,12.45,Rainy
6.3,93.84,976.17,30.72,Stormy
13.35,63.52,1001.86,13.3,Cloudy
29.53,42.74,1007.27,5.47,Partly Cloudy
38.27,33.67,987.82,14.0,Sunny
19.74,90.77,1002.76,14.82,Rainy
13.76,93.21,999.73,33.65,Stormy
14.57,69.09,1003.98,18.02,Cloudy
11.48,63.66,1037.26,15.14,Partly Cloudy
28.37,10.58,989.49,10.5,Sunny
28.67,72.81,992.13,13.91,Rainy
4.15,78.49,985.76,46.75,Stormy
16.79,72.44,978.11,13.2,Cloudy
13.75,44.35,972.51,12.07,Partly Cloudy
34.78,29.44,982.94,4.31,Sunny
23.54,79.56,986.72,14.26,Rainy
0.14,63.82,957.12,32.55,Stormy
24.39,61.3,991.63,21.01,Cloudy
10.95,39.64,1028.25,26.55,Partly Cloudy
30.59,21.25,1010.28,4.43,Sunny
16.76,77.73,985.49,1.04,Rainy
7.18,87.0,975.69,31.44,Stormy
16.6,71.27,963.49,10.9,Cloudy
17.41,37.8,1035.43,19.53,Partly Cloudy
29.31,31.14,995.0,1.98,Sunny
18.56,89.28,972.08,5.45,Rainy
3.12,60.06,984.14,46.52,Stormy
20.74,69.37,1014.99,10.88,Cloudy
13.35,46.58,996.07,15.45,Partly Cloudy
28.1,14.49,1000.37,13.92,Sunny
20.88,71.3,998.25,5.82,Rainy
3.68,66.21,986.19,46.38,Stormy
18.82,59.67,978.63,11.86,Cloudy
28.67,55.53,971.89,21.56,Partly Cloudy
31.71,39.18,1012.76,2.57,Sunny
25.8,84.57,977.48,13.97,Rainy
8.21,51.52,982.33,42.7,Stormy
12.16,60.47,995.15,12.08,Cloudy
27.05,31.1,977.2,7.9,Partly Cloudy
32.92,28.6,996.15,4.33,Sunny
27.14,72.05,981.21,0.78,Rainy
0.21,67.67,959.74,35.37,Stormy
22.31,54.89,1006.81,20.13,Cloudy
16.53,51.86,1001.11,8.21,Partly Cloudy
38.61,27.09,1015.21,12.36,Sunny
16.2,76.22,975.81,16.62,Rainy
12.94,76.4,955.21,32.71,Stormy
22.2,77.88,971.97,10.17,Cloudy
16.62,31.22,1027.96,17.29,Partly Cloudy
34.63,22.34,993.82,3.33,Sunny
26.56,90.87,984.43,6.42,Rainy
0.02,53.18,981.16,40.29,Stormy
16.52,74.83,990.23,15.77,Cloudy
13.23,62.83,1010.34,7.31,Partly Cloudy
34.73,22.75,1012.46,13.78,Sunny
24.01,91.95,972.26,11.21,Rainy
11.33,74.84,979.68,47.98,Stormy
12.97,52.95,1001.44,22.34,Cloudy
27.01,55.67,1028.32,22.52,Partly Cloudy
26.31,32.86,987.17,3.55,Sunny
20.92,79.44,982.87,3.39,Rainy
4.41,50.98,973.65,45.37,Stormy
22.93,74.61,984.99,20.96,Cloudy
15.76,32.22,1017.32,21.22,Partly Cloudy
37.02,28.48,986.28,12.8,Sunny
24.41,94.23,1000.96,5.96,Rainy
1.12,58.83,954.64,34.87,Stormy
16.89,77.2,1012.32,20.78,Cloudy
10.48,43.66,1017.76,8.23,Partly Cloudy
37.02,37.44,994.16,10.59,Sunny
17.22,90.72,970.86,3.02,Rainy
10.65,85.59,982.06,39.55,Stormy
20.12,73.21,1017.99,23.33,Cloudy
25.89,57.79,1010.19,8.02,Partly Cloudy
27.48,34.61,1012.13,9.22,Sunny
21.58,70.78,983.09,8.41,Rainy
7.29,96.47,955.44,40.38,Stormy
15.52,79.7,1011.71,16.58,Cloudy
29.99,50.56,981.7,18.9,Partly Cloudy
28.39,29.09,1017.5,11.79,Sunny
19.1,78.91,972.77,5.72,Rainy
1.39,74.97,985.42,45.02,Stormy
10.89,60.2,977.29,11.56,Cloudy
17.25,41.97,1014.41,27.08,Partly Cloudy
31.82,32.4,985.84,13.42,Sunny
17.29,75.76,974.26,6.19,Rainy
8.29,99.4,989.67,37.61,Stormy
18.64,68.7,1009.36,21.05,Cloudy
21.39,56.77,1022.21,8.33,Partly Cloudy
28.01,30.66,1014.02,6.14,Sunny
29.7,76.48,986.67,7.57,Rainy
13.95,64.27,973.54,33.74,Stormy
17.82,75.72,978.24,22.16,Cloudy
28.23,32.92,1022.95,11.38,Partly Cloudy
27.63,28.03,1008.22,5.92,Sunny
15.59,97.26,999.23,5.43,Rainy
7.45,51.39,966.96,40.45,Stormy
17.76,56.25,1006.6,14.48,Cloudy
21.61,40.86,999.76,10.19,Partly Cloudy
34.5,22.77,980.64,0.42,Sunny
22.07,75.5,993.4,8.16,Rainy
9.82,97.62,976.44,45.75,Stormy
21.3,77.65,972.84,22.41,Cloudy
28.11,45.71,991.97,28.8,Partly Cloudy
34.41,21.42,1011.67,4.57,Sunny
17.65,86.32,992.65,16.51,Rainy
6.86,90.73,965.57,41.51,Stormy
13.13,61.56,1011.45,13.24,Cloudy
26.2,41.31,972.41,7.75,Partly Cloudy
36.19,17.86,1006.17,10.49,Sunny
20.18,84.25,986.15,18.95,Rainy
4.8,59.17,968.28,43.39,Stormy
20.46,77.72,1012.91,14.32,Cloudy
19.1,59.89,1034.16,13.43,Partly Cloudy
31.67,36.98,994.34,7.21,Sunny
28.57,94.07,979.74,6.5,Rainy
5.29,95.64,999.95,45.48,Stormy
17.26,50.31,1001.85,15.84,Cloudy
22.66,54.27,1003.66,28.61,Partly Cloudy
25.35,31.36,996.39,10.71,Sunny
25.13,70.31,981.41,3.78,Rainy
2.5,86.42,961.98,39.49,Stormy
13.7,67.41,1003.23,14.97,Cloudy
22.06,62.99,976.6,22.77,Partly Cloudy
29.85,13.68,1001.83,3.39,Sunny
27.32,71.29,973.95,10.42,Rainy
8.83,86.49,962.96,46.84,Stormy
24.3,64.97,1005.63,17.87,Cloudy
11.39,43.04,976.12,29.72,Partly Cloudy
28.44,29.08,991.37,9.8,Sunny
18.16,93.56,974.43,17.9,Rainy
12.61,83.94,953.37,34.17,Stormy
22.89,53.66,969.36,18.16,Cloudy
15.48,38.88,1010.31,14.31,Partly Cloudy
27.11,26.05,995.48,11.02,Sunny
16.54,88.62,987.46,8.12,Rainy
3.48,51.52,992.38,36.53,Stormy
20.22,78.43,993.9,15.96,Cloudy
15.37,67.36,1017.75,21.63,Partly Cloudy
31.39,35.35,1008.55,4.25,Sunny
23.99,82.91,970.26,16.15,Rainy
1.84,75.5,966.81,36.84,Stormy
17.16,79.91,984.5,12.73,Cloudy
22.27,39.45,977.39,6.25,Partly Cloudy
25.34,22.93,997.07,2.78,Sunny
26.76,73.88,1006.61,11.75,Rainy
0.41,98.15,965.4,39.0,Stormy
14.26,71.85,989.14,11.99,Cloudy
12.08,59.02,986.6,8.44,Partly Cloudy
32.49,34.08,991.15,4.15,Sunny
27.51,74.44,994.67,19.1,Rainy
12.62,53.09,966.0,32.85,Stormy
24.24,79.58,974.1,20.05,Cloudy
26.83,39.35,983.14,5.28,Partly Cloudy
31.18,36.98,1016.12,1.92,Sunny
18.07,82.24,1001.22,12.24,Rainy
7.71,79.6,954.81,39.55,Stormy
24.88,52.65,991.15,14.43,Cloudy
20.8,52.95,1010.42,26.31,Partly Cloudy
30.85,25.49,980.44,11.84,Sunny
18.89,94.5,980.63,0.22,Rainy
2.32,99.28,965.99,32.18,Stormy
11.78,59.31,962.26,17.67,Cloudy
14.27,50.77,979.85,15.75,Partly Cloudy
33.97,11.86,995.95,4.54,Sunny
18.61,88.14,993.54,12.61,Rainy
2.38,64.29,960.48,40.81,Stormy
16.92,59.91,1007.16,11.41,Cloudy
29.5,34.66,1024.11,14.21,Partly Cloudy
37.98,12.23,994.99,5.03,Sunny
29.9,99.57,977.59,12.6,Rainy
8.03,57.72,958.39,49.79,Stormy
16.79,53.77,972.89,14.03,Cloudy
20.22,43.42,1001.85,9.16,Partly Cloudy
29.9,12.11,1015.59,2.98,Sunny
26.35,80.49,988.98,5.83,Rainy
10.45,92.23,964.31,34.84,Stormy
20.22,55.85,998.39,11.42,Cloudy
22.4,50.54,977.97,21.23,Partly Cloudy
31.7,16.51,994.14,7.38,Sunny
16.37,98.73,996.62,2.05,Rainy
12.34,66.13,979.84,35.54,Stormy
21.0,71.69,993.12,13.61,Cloudy
15.07,45.31,980.15,13.44,Partly Cloudy
35.27,34.93,993.3,3.5,Sunny
27.49,96.72,986.4,0.54,Rainy
10.42,89.2,950.9,41.9,Stormy
18.83,61.36,1004.99,16.42,Cloudy
23.54,50.68,987.39,20.16,Partly Cloudy
36.05,39.22,995.2,0.97,Sunny
29.82,88.71,1007.86,2.08,Rainy
5.13,56.7,991.78,47.61,Stormy
17.52,55.6,967.63,18.82,Cloudy
20.13,57.79,991.36,15.06,Partly Cloudy
25.32,28.3,996.93,13.8,Sunny
24.63,81.96,980.54,18.11,Rainy
0.24,66.35,997.18,43.08,Stormy
17.99,56.11,1010.0,13.06,Cloudy
14.97,37.67,981.07,28.83,Partly Cloudy
34.03,29.14,1018.17,3.46,Sunny
15.09,87.97,990.31,9.55,Rainy
0.93,72.72,964.38,35.49,Stormy
13.34,59.98,981.19,14.63,Cloudy
29.58,67.31,1010.22,29.53,Partly Cloudy
39.87,20.68,997.81,14.39,Sunny
24.13,76.39,997.58,4.11,Rainy
5.09,61.38,962.25,30.09,Stormy
23.21,58.88,965.18,11.3,Cloudy
21.12,69.72,980.15,7.49,Partly Cloudy
31.57,26.9,991.78,4.54,Sunny
21.37,79.42,1006.61,0.84,Rainy
3.52,90.43,991.7,32.23,Stormy
24.61,70.8,976.36,16.84,Cloudy
15.94,36.0,990.38,19.5,Partly Cloudy
37.39,20.91,993.92,7.02,Sunny
24.67,92.55,983.07,11.73,Rainy
5.84,85.82,958.23,35.14,Stormy
16.39,76.68,994.4,24.48,Cloudy
12.07,48.41,999.34,20.01,Partly Cloudy
37.18,35.24,1006.81,9.62,Sunny
29.24,81.51,1003.31,18.43,Rainy
7.37,86.46,968.85,33.18,Stormy
18.8,55.89,987.46,23.09,Cloudy
11.72,31.22,1012.45,13.28,Partly Cloudy
31.27,22.17,983.46,0.05,Sunny
28.48,76.53,987.04,19.44,Rainy
12.4,55.4,975.43,44.6,Stormy
20.48,72.83,987.45,12.64,Cloudy
19.3,55.92,1012.6,6.76,Partly Cloudy
25.97,38.96,986.07,4.42,Sunny
26.51,82.29,977.26,9.34,Rainy
